#chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	transcriptID	geneID	geneSymbol	biotype
15	-	87275324	87281469	1	87275324	87281469	L1PA4.1.chr15_87275324-87281469.-	L1PA4.1.chr15_87275324-87281469.-	None	None
15	+	87377228	87383395	1	87377228	87383395	L1PA4.1.chr15_87377228-87383395.+	L1PA4.1.chr15_87377228-87383395.+	None	None
15	+	87463738	87469749	1	87463738	87469749	L1PA3.1.chr15_87463738-87469749.+	L1PA3.1.chr15_87463738-87469749.+	None	None
15	+	87509891	87515920	1	87509891	87515920	L1HS.1.chr15_87509891-87515920.+	L1HS.1.chr15_87509891-87515920.+	None	None
15	+	88357066	88363201	1	88357066	88363201	L1PA4.1.chr15_88357066-88363201.+	L1PA4.1.chr15_88357066-88363201.+	None	None
15	-	88554598	88560263	1	88554598	88560263	L1HS.1.chr15_88554598-88560263.-	L1HS.1.chr15_88554598-88560263.-	None	None
15	-	89043903	89049907	1	89043903	89049907	L1PA3.1.chr15_89043903-89049907.-	L1PA3.1.chr15_89043903-89049907.-	None	None
15	+	89634318	89640301	1	89634318	89640301	L1PA3.1.chr15_89634318-89640301.+	L1PA3.1.chr15_89634318-89640301.+	None	None
15	+	91500665	91506649	1	91500665	91506649	L1PA3.1.chr15_91500665-91506649.+	L1PA3.1.chr15_91500665-91506649.+	None	None
15	-	93389977	93396093	1	93389977	93396093	L1PA5.1.chr15_93389977-93396093.-	L1PA5.1.chr15_93389977-93396093.-	None	None
15	+	93675399	93681428	1	93675399	93681428	L1PA2.1.chr15_93675399-93681428.+	L1PA2.1.chr15_93675399-93681428.+	None	None
15	-	93740503	93741804	1	93740503	93741804	L1PA13.1.chr15_93740503-93741804.-	L1PA13.1.chr15_93740503-93741804.-	None	None
15	+	93792219	93798382	1	93792219	93798382	L1PA4.1.chr15_93792219-93798382.+	L1PA4.1.chr15_93792219-93798382.+	None	None
15	-	94848918	94854938	1	94848918	94854938	L1PA16.1.chr15_94848918-94854938.-	L1PA16.1.chr15_94848918-94854938.-	None	None
15	-	94909626	94911181	1	94909626	94911181	L1PA16.1.chr15_94909626-94911181.-	L1PA16.1.chr15_94909626-94911181.-	None	None
15	-	97265580	97271604	1	97265580	97271604	L1PA2.1.chr15_97265580-97271604.-	L1PA2.1.chr15_97265580-97271604.-	None	None
15	-	97289925	97296313	1	97289925	97296313	L1PA3.1.chr15_97289925-97296313.-	L1PA3.1.chr15_97289925-97296313.-	None	None
15	-	97413295	97419473	1	97413295	97419473	L1PA4.1.chr15_97413295-97419473.-	L1PA4.1.chr15_97413295-97419473.-	None	None
15	+	97432693	97438849	1	97432693	97438849	L1PA3.1.chr15_97432693-97438849.+	L1PA3.1.chr15_97432693-97438849.+	None	None
15	-	97582986	97585899	1	97582986	97585899	L1PA10.1.chr15_97582986-97585899.-	L1PA10.1.chr15_97582986-97585899.-	None	None
15	+	98091539	98097564	1	98091539	98097564	L1PA3.1.chr15_98091539-98097564.+	L1PA3.1.chr15_98091539-98097564.+	None	None
15	+	98987694	98993562	1	98987694	98993562	L1PA7.1.chr15_98987694-98993562.+	L1PA7.1.chr15_98987694-98993562.+	None	None
15	+	100067771	100073922	1	100067771	100073922	L1PA4.1.chr15_100067771-100073922.+	L1PA4.1.chr15_100067771-100073922.+	None	None
15	+	100083863	100089998	1	100083863	100089998	L1PA4.1.chr15_100083863-100089998.+	L1PA4.1.chr15_100083863-100089998.+	None	None
15	+	100365266	100371301	1	100365266	100371301	L1PA3.1.chr15_100365266-100371301.+	L1PA3.1.chr15_100365266-100371301.+	None	None
15	+	100417071	100423096	1	100417071	100423096	L1PA2.1.chr15_100417071-100423096.+	L1PA2.1.chr15_100417071-100423096.+	None	None
15	-	100673582	100679696	1	100673582	100679696	L1PA6.1.chr15_100673582-100679696.-	L1PA6.1.chr15_100673582-100679696.-	None	None
15	+	101626450	101632475	1	101626450	101632475	L1PA2.1.chr15_101626450-101632475.+	L1PA2.1.chr15_101626450-101632475.+	None	None
15	-	101880277	101886693	1	101880277	101886693	L1PA7.1.chr15_101880277-101886693.-	L1PA7.1.chr15_101880277-101886693.-	None	None
15	-	101895823	101896864	1	101895823	101896864	L1PA15-16.1.chr15_101895823-101896864.-	L1PA15-16.1.chr15_101895823-101896864.-	None	None
16	-	5744952	5750998	1	5744952	5750998	L1PA5.1.chr16_5744952-5750998.-	L1PA5.1.chr16_5744952-5750998.-	None	None
16	-	9584490	9590522	1	9584490	9590522	L1HS.1.chr16_9584490-9590522.-	L1HS.1.chr16_9584490-9590522.-	None	None
16	-	10286720	10292852	1	10286720	10292852	L1PA4.1.chr16_10286720-10292852.-	L1PA4.1.chr16_10286720-10292852.-	None	None
16	-	12070183	12076303	1	12070183	12076303	L1PA3.1.chr16_12070183-12076303.-	L1PA3.1.chr16_12070183-12076303.-	None	None
16	+	12591766	12597506	1	12591766	12597506	L1PA4.1.chr16_12591766-12597506.+	L1PA4.1.chr16_12591766-12597506.+	None	None
16	+	12603812	12609764	1	12603812	12609764	L1PA4.1.chr16_12603812-12609764.+	L1PA4.1.chr16_12603812-12609764.+	None	None
16	-	13086850	13092955	1	13086850	13092955	L1PA6.1.chr16_13086850-13092955.-	L1PA6.1.chr16_13086850-13092955.-	None	None
16	-	16745040	16751182	1	16745040	16751182	L1PA3.1.chr16_16745040-16751182.-	L1PA3.1.chr16_16745040-16751182.-	None	None
16	-	16840517	16846556	1	16840517	16846556	L1HS.1.chr16_16840517-16846556.-	L1HS.1.chr16_16840517-16846556.-	None	None
16	+	17733165	17739300	1	17733165	17739300	L1PA5.1.chr16_17733165-17739300.+	L1PA5.1.chr16_17733165-17739300.+	None	None
16	+	17906425	17912554	1	17906425	17912554	L1PA5.1.chr16_17906425-17912554.+	L1PA5.1.chr16_17906425-17912554.+	None	None
16	+	18608050	18614193	1	18608050	18614193	L1PA3.1.chr16_18608050-18614193.+	L1PA3.1.chr16_18608050-18614193.+	None	None
16	-	21042672	21048703	1	21042672	21048703	L1PA2.1.chr16_21042672-21048703.-	L1PA2.1.chr16_21042672-21048703.-	None	None
16	-	21329023	21335176	1	21329023	21335176	L1PA6.1.chr16_21329023-21335176.-	L1PA6.1.chr16_21329023-21335176.-	None	None
16	-	21943557	21944382	1	21943557	21944382	L1PA12.1.chr16_21943557-21944382.-	L1PA12.1.chr16_21943557-21944382.-	None	None
16	-	25483164	25489717	1	25483164	25489717	L1PA15.1.chr16_25483164-25489717.-	L1PA15.1.chr16_25483164-25489717.-	None	None
16	+	25555839	25562292	1	25555839	25562292	L1PA7.1.chr16_25555839-25562292.+	L1PA7.1.chr16_25555839-25562292.+	None	None
16	+	26092617	26098745	1	26092617	26098745	L1PA6.1.chr16_26092617-26098745.+	L1PA6.1.chr16_26092617-26098745.+	None	None
16	+	26419248	26425393	1	26419248	26425393	L1PA6.1.chr16_26419248-26425393.+	L1PA6.1.chr16_26419248-26425393.+	None	None
16	-	31278737	31284853	1	31278737	31284853	L1PA5.1.chr16_31278737-31284853.-	L1PA5.1.chr16_31278737-31284853.-	None	None
16	+	31337869	31344038	1	31337869	31344038	L1PA4.1.chr16_31337869-31344038.+	L1PA4.1.chr16_31337869-31344038.+	None	None
16	+	31556621	31557760	1	31556621	31557760	L1PA15-16.1.chr16_31556621-31557760.+	L1PA15-16.1.chr16_31556621-31557760.+	None	None
16	-	31583029	31589404	1	31583029	31589404	L1PA10.1.chr16_31583029-31589404.-	L1PA10.1.chr16_31583029-31589404.-	None	None
16	+	31607905	31609056	1	31607905	31609056	L1PA8A.1.chr16_31607905-31609056.+	L1PA8A.1.chr16_31607905-31609056.+	None	None
16	-	31629877	31636018	1	31629877	31636018	L1PA3.1.chr16_31629877-31636018.-	L1PA3.1.chr16_31629877-31636018.-	None	None
16	-	31639993	31641125	1	31639993	31641125	L1PA13.1.chr16_31639993-31641125.-	L1PA13.1.chr16_31639993-31641125.-	None	None
16	+	31687221	31693324	1	31687221	31693324	L1PA4.1.chr16_31687221-31693324.+	L1PA4.1.chr16_31687221-31693324.+	None	None
16	-	31748449	31749896	1	31748449	31749896	L1PA8A.1.chr16_31748449-31749896.-	L1PA8A.1.chr16_31748449-31749896.-	None	None
16	+	31771429	31776332	1	31771429	31776332	L1PA10.1.chr16_31771429-31776332.+	L1PA10.1.chr16_31771429-31776332.+	None	None
16	-	31900801	31906925	1	31900801	31906925	L1PA4.1.chr16_31900801-31906925.-	L1PA4.1.chr16_31900801-31906925.-	None	None
16	+	31937557	31943695	1	31937557	31943695	L1PA3.1.chr16_31937557-31943695.+	L1PA3.1.chr16_31937557-31943695.+	None	None
16	+	32268591	32269589	1	32268591	32269589	L1PA16.1.chr16_32268591-32269589.+	L1PA16.1.chr16_32268591-32269589.+	None	None
16	-	32411789	32417932	1	32411789	32417932	L1PA5.1.chr16_32411789-32417932.-	L1PA5.1.chr16_32411789-32417932.-	None	None
16	-	32587481	32588397	1	32587481	32588397	L1HS.1.chr16_32587481-32588397.-	L1HS.1.chr16_32587481-32588397.-	None	None
16	-	32660179	32661177	1	32660179	32661177	L1PA16.1.chr16_32660179-32661177.-	L1PA16.1.chr16_32660179-32661177.-	None	None
16	+	33319289	33320287	1	33319289	33320287	L1PA16.1.chr16_33319289-33320287.+	L1PA16.1.chr16_33319289-33320287.+	None	None
16	+	33375828	33376826	1	33375828	33376826	L1PA16.1.chr16_33375828-33376826.+	L1PA16.1.chr16_33375828-33376826.+	None	None
16	+	33474599	33475597	1	33474599	33475597	L1PA16.1.chr16_33474599-33475597.+	L1PA16.1.chr16_33474599-33475597.+	None	None
16	-	33952564	33958612	1	33952564	33958612	L1HS.1.chr16_33952564-33958612.-	L1HS.1.chr16_33952564-33958612.-	None	None
16	+	34018673	34024592	1	34018673	34024592	L1PA3.1.chr16_34018673-34024592.+	L1PA3.1.chr16_34018673-34024592.+	None	None
16	-	34124316	34130274	1	34124316	34130274	L1PA4.1.chr16_34124316-34130274.-	L1PA4.1.chr16_34124316-34130274.-	None	None
16	-	34214324	34218873	1	34214324	34218873	L1HS.1.chr16_34214324-34218873.-	L1HS.1.chr16_34214324-34218873.-	None	None
16	+	35074915	35080923	1	35074915	35080923	L1PA3.1.chr16_35074915-35080923.+	L1PA3.1.chr16_35074915-35080923.+	None	None
16	+	35160155	35166172	1	35160155	35166172	L1PA3.1.chr16_35160155-35166172.+	L1PA3.1.chr16_35160155-35166172.+	None	None
16	-	35225426	35231769	1	35225426	35231769	L1PA3.1.chr16_35225426-35231769.-	L1PA3.1.chr16_35225426-35231769.-	None	None
16	+	35287186	35293336	1	35287186	35293336	L1PA4.1.chr16_35287186-35293336.+	L1PA4.1.chr16_35287186-35293336.+	None	None
16	+	35468696	35474693	1	35468696	35474693	L1PA3.1.chr16_35468696-35474693.+	L1PA3.1.chr16_35468696-35474693.+	None	None
16	-	35608475	35614501	1	35608475	35614501	L1HS.1.chr16_35608475-35614501.-	L1HS.1.chr16_35608475-35614501.-	None	None
16	+	35663755	35668941	1	35663755	35668941	L1PA6.1.chr16_35663755-35668941.+	L1PA6.1.chr16_35663755-35668941.+	None	None
16	-	35715796	35721963	1	35715796	35721963	L1PA5.1.chr16_35715796-35721963.-	L1PA5.1.chr16_35715796-35721963.-	None	None
16	+	35943704	35949847	1	35943704	35949847	L1PA4.1.chr16_35943704-35949847.+	L1PA4.1.chr16_35943704-35949847.+	None	None
16	+	36071922	36077950	1	36071922	36077950	L1PA2.1.chr16_36071922-36077950.+	L1PA2.1.chr16_36071922-36077950.+	None	None
16	-	36091922	36098058	1	36091922	36098058	L1PA4.1.chr16_36091922-36098058.-	L1PA4.1.chr16_36091922-36098058.-	None	None
16	-	46449411	46455427	1	46449411	46455427	L1PA2.1.chr16_46449411-46455427.-	L1PA2.1.chr16_46449411-46455427.-	None	None
16	+	46489860	46496028	1	46489860	46496028	L1PA4.1.chr16_46489860-46496028.+	L1PA4.1.chr16_46489860-46496028.+	None	None
16	+	46535347	46541495	1	46535347	46541495	L1PA3.1.chr16_46535347-46541495.+	L1PA3.1.chr16_46535347-46541495.+	None	None
16	+	47096742	47098877	1	47096742	47098877	L1PA7.1.chr16_47096742-47098877.+	L1PA7.1.chr16_47096742-47098877.+	None	None
16	+	47182757	47188783	1	47182757	47188783	L1PA3.1.chr16_47182757-47188783.+	L1PA3.1.chr16_47182757-47188783.+	None	None
16	+	47347059	47353218	1	47347059	47353218	L1PA4.1.chr16_47347059-47353218.+	L1PA4.1.chr16_47347059-47353218.+	None	None
16	-	47422811	47425579	1	47422811	47425579	L1PA6.1.chr16_47422811-47425579.-	L1PA6.1.chr16_47422811-47425579.-	None	None
16	+	47437710	47443907	1	47437710	47443907	L1PA4.1.chr16_47437710-47443907.+	L1PA4.1.chr16_47437710-47443907.+	None	None
16	-	47541007	47547243	1	47541007	47547243	L1PA6.1.chr16_47541007-47547243.-	L1PA6.1.chr16_47541007-47547243.-	None	None
16	-	47677770	47683912	1	47677770	47683912	L1PA4.1.chr16_47677770-47683912.-	L1PA4.1.chr16_47677770-47683912.-	None	None
16	-	47807975	47814106	1	47807975	47814106	L1PA2.1.chr16_47807975-47814106.-	L1PA2.1.chr16_47807975-47814106.-	None	None
16	+	47896853	47900148	1	47896853	47900148	L1PA6.1.chr16_47896853-47900148.+	L1PA6.1.chr16_47896853-47900148.+	None	None
16	+	47909897	47916004	1	47909897	47916004	L1PA5.1.chr16_47909897-47916004.+	L1PA5.1.chr16_47909897-47916004.+	None	None
16	-	48015465	48021489	1	48015465	48021489	L1PA2.1.chr16_48015465-48021489.-	L1PA2.1.chr16_48015465-48021489.-	None	None
16	-	48666607	48668775	1	48666607	48668775	L1PA6.1.chr16_48666607-48668775.-	L1PA6.1.chr16_48666607-48668775.-	None	None
16	+	48758690	48764871	1	48758690	48764871	L1PA6.1.chr16_48758690-48764871.+	L1PA6.1.chr16_48758690-48764871.+	None	None
16	-	48768571	48774603	1	48768571	48774603	L1PA2.1.chr16_48768571-48774603.-	L1PA2.1.chr16_48768571-48774603.-	None	None
16	+	49028684	49034845	1	49028684	49034845	L1PA5.1.chr16_49028684-49034845.+	L1PA5.1.chr16_49028684-49034845.+	None	None
16	+	49228103	49234238	1	49228103	49234238	L1PA5.1.chr16_49228103-49234238.+	L1PA5.1.chr16_49228103-49234238.+	None	None
16	+	50343339	50349410	1	50343339	50349410	L1PA5.1.chr16_50343339-50349410.+	L1PA5.1.chr16_50343339-50349410.+	None	None
16	-	51248905	51255051	1	51248905	51255051	L1PA4.1.chr16_51248905-51255051.-	L1PA4.1.chr16_51248905-51255051.-	None	None
16	+	51329809	51335954	1	51329809	51335954	L1PA5.1.chr16_51329809-51335954.+	L1PA5.1.chr16_51329809-51335954.+	None	None
16	+	51516637	51522909	1	51516637	51522909	L1PA7.1.chr16_51516637-51522909.+	L1PA7.1.chr16_51516637-51522909.+	None	None
16	-	52007595	52013761	1	52007595	52013761	L1PA4.1.chr16_52007595-52013761.-	L1PA4.1.chr16_52007595-52013761.-	None	None
16	+	52333409	52339534	1	52333409	52339534	L1PA5.1.chr16_52333409-52339534.+	L1PA5.1.chr16_52333409-52339534.+	None	None
16	-	53344431	53350517	1	53344431	53350517	L1PA5.1.chr16_53344431-53350517.-	L1PA5.1.chr16_53344431-53350517.-	None	None
16	+	53396916	53402916	1	53396916	53402916	L1PA3.1.chr16_53396916-53402916.+	L1PA3.1.chr16_53396916-53402916.+	None	None
16	+	54042096	54048145	1	54042096	54048145	L1HS.1.chr16_54042096-54048145.+	L1HS.1.chr16_54042096-54048145.+	None	None
16	+	55598797	55604812	1	55598797	55604812	L1PA3.1.chr16_55598797-55604812.+	L1PA3.1.chr16_55598797-55604812.+	None	None
16	+	56154514	56160662	1	56154514	56160662	L1PA3.1.chr16_56154514-56160662.+	L1PA3.1.chr16_56154514-56160662.+	None	None
16	+	56391235	56394461	1	56391235	56394461	L1PA5.1.chr16_56391235-56394461.+	L1PA5.1.chr16_56391235-56394461.+	None	None
16	-	58779887	58785996	1	58779887	58785996	L1PA5.1.chr16_58779887-58785996.-	L1PA5.1.chr16_58779887-58785996.-	None	None
16	-	58873142	58879266	1	58873142	58879266	L1PA5.1.chr16_58873142-58879266.-	L1PA5.1.chr16_58873142-58879266.-	None	None
16	-	58918644	58921104	1	58918644	58921104	L1PA7.1.chr16_58918644-58921104.-	L1PA7.1.chr16_58918644-58921104.-	None	None
16	+	59072258	59078403	1	59072258	59078403	L1PA4.1.chr16_59072258-59078403.+	L1PA4.1.chr16_59072258-59078403.+	None	None
16	+	59096419	59102546	1	59096419	59102546	L1PA4.1.chr16_59096419-59102546.+	L1PA4.1.chr16_59096419-59102546.+	None	None
16	+	59229675	59234224	1	59229675	59234224	L1PA5.1.chr16_59229675-59234224.+	L1PA5.1.chr16_59229675-59234224.+	None	None
16	-	59559294	59565319	1	59559294	59565319	L1PA2.1.chr16_59559294-59565319.-	L1PA2.1.chr16_59559294-59565319.-	None	None
16	+	59728705	59731354	1	59728705	59731354	L1PA13.1.chr16_59728705-59731354.+	L1PA13.1.chr16_59728705-59731354.+	None	None
16	+	59809317	59815504	1	59809317	59815504	L1PA6.1.chr16_59809317-59815504.+	L1PA6.1.chr16_59809317-59815504.+	None	None
16	-	59830705	59836849	1	59830705	59836849	L1PA4.1.chr16_59830705-59836849.-	L1PA4.1.chr16_59830705-59836849.-	None	None
16	+	59976601	59982619	1	59976601	59982619	L1PA2.1.chr16_59976601-59982619.+	L1PA2.1.chr16_59976601-59982619.+	None	None
16	+	60012665	60014329	1	60012665	60014329	L1PA10.1.chr16_60012665-60014329.+	L1PA10.1.chr16_60012665-60014329.+	None	None
16	+	60522745	60528760	1	60522745	60528760	L1PA2.1.chr16_60522745-60528760.+	L1PA2.1.chr16_60522745-60528760.+	None	None
16	-	60533314	60539728	1	60533314	60539728	L1PA7.1.chr16_60533314-60539728.-	L1PA7.1.chr16_60533314-60539728.-	None	None
16	+	60935971	60941164	1	60935971	60941164	L1PA4.1.chr16_60935971-60941164.+	L1PA4.1.chr16_60935971-60941164.+	None	None
16	-	61030546	61031734	1	61030546	61031734	L1PA10.1.chr16_61030546-61031734.-	L1PA10.1.chr16_61030546-61031734.-	None	None
16	+	61090466	61096845	1	61090466	61096845	L1PA7.1.chr16_61090466-61096845.+	L1PA7.1.chr16_61090466-61096845.+	None	None
16	+	61782078	61788101	1	61782078	61788101	L1PA2.1.chr16_61782078-61788101.+	L1PA2.1.chr16_61782078-61788101.+	None	None
16	+	61801455	61807489	1	61801455	61807489	L1PA2.1.chr16_61801455-61807489.+	L1PA2.1.chr16_61801455-61807489.+	None	None
16	-	62169607	62171271	1	62169607	62171271	L1PA17.1.chr16_62169607-62171271.-	L1PA17.1.chr16_62169607-62171271.-	None	None
16	-	62208452	62214958	1	62208452	62214958	L1PA13.1.chr16_62208452-62214958.-	L1PA13.1.chr16_62208452-62214958.-	None	None
16	-	62992368	62998492	1	62992368	62998492	L1PA3.1.chr16_62992368-62998492.-	L1PA3.1.chr16_62992368-62998492.-	None	None
16	+	63119951	63125975	1	63119951	63125975	L1PA3.1.chr16_63119951-63125975.+	L1PA3.1.chr16_63119951-63125975.+	None	None
16	+	63388077	63394106	1	63388077	63394106	L1PA2.1.chr16_63388077-63394106.+	L1PA2.1.chr16_63388077-63394106.+	None	None
16	+	63743508	63746192	1	63743508	63746192	L1PA13.1.chr16_63743508-63746192.+	L1PA13.1.chr16_63743508-63746192.+	None	None
16	+	63835010	63837345	1	63835010	63837345	L1PA15.1.chr16_63835010-63837345.+	L1PA15.1.chr16_63835010-63837345.+	None	None
16	-	64614322	64616310	1	64614322	64616310	L1PA8A.1.chr16_64614322-64616310.-	L1PA8A.1.chr16_64614322-64616310.-	None	None
16	+	65356743	65362738	1	65356743	65362738	L1PA3.1.chr16_65356743-65362738.+	L1PA3.1.chr16_65356743-65362738.+	None	None
16	+	65551127	65557278	1	65551127	65557278	L1PA3.1.chr16_65551127-65557278.+	L1PA3.1.chr16_65551127-65557278.+	None	None
16	+	65690011	65696020	1	65690011	65696020	L1HS.1.chr16_65690011-65696020.+	L1HS.1.chr16_65690011-65696020.+	None	None
16	+	66277160	66280775	1	66277160	66280775	L1PA15-16.1.chr16_66277160-66280775.+	L1PA15-16.1.chr16_66277160-66280775.+	None	None
16	-	68583448	68589505	1	68583448	68589505	L1HS.1.chr16_68583448-68589505.-	L1HS.1.chr16_68583448-68589505.-	None	None
16	+	72543204	72549689	1	72543204	72549689	L1PA7.1.chr16_72543204-72549689.+	L1PA7.1.chr16_72543204-72549689.+	None	None
16	+	72580798	72586932	1	72580798	72586932	L1PA4.1.chr16_72580798-72586932.+	L1PA4.1.chr16_72580798-72586932.+	None	None
16	+	72627274	72633298	1	72627274	72633298	L1PA2.1.chr16_72627274-72633298.+	L1PA2.1.chr16_72627274-72633298.+	None	None
16	-	72695346	72696524	1	72695346	72696524	L1PA4.1.chr16_72695346-72696524.-	L1PA4.1.chr16_72695346-72696524.-	None	None
16	-	72730672	72736869	1	72730672	72736869	L1PA10.1.chr16_72730672-72736869.-	L1PA10.1.chr16_72730672-72736869.-	None	None
16	-	73824400	73830431	1	73824400	73830431	L1PA2.1.chr16_73824400-73830431.-	L1PA2.1.chr16_73824400-73830431.-	None	None
16	+	75719124	75725286	1	75719124	75725286	L1PA4.1.chr16_75719124-75725286.+	L1PA4.1.chr16_75719124-75725286.+	None	None
16	-	75734831	75740950	1	75734831	75740950	L1PA4.1.chr16_75734831-75740950.-	L1PA4.1.chr16_75734831-75740950.-	None	None
16	-	75821959	75827981	1	75821959	75827981	L1PA2.1.chr16_75821959-75827981.-	L1PA2.1.chr16_75821959-75827981.-	None	None
16	-	76049007	76049777	1	76049007	76049777	L1PA13.1.chr16_76049007-76049777.-	L1PA13.1.chr16_76049007-76049777.-	None	None
16	-	76249293	76255469	1	76249293	76255469	L1PA5.1.chr16_76249293-76255469.-	L1PA5.1.chr16_76249293-76255469.-	None	None
16	-	77263774	77270191	1	77263774	77270191	L1PA10.1.chr16_77263774-77270191.-	L1PA10.1.chr16_77263774-77270191.-	None	None
16	+	77524975	77530897	1	77524975	77530897	L1PA6.1.chr16_77524975-77530897.+	L1PA6.1.chr16_77524975-77530897.+	None	None
16	-	80136317	80142458	1	80136317	80142458	L1PA4.1.chr16_80136317-80142458.-	L1PA4.1.chr16_80136317-80142458.-	None	None
16	+	80219706	80225843	1	80219706	80225843	L1PA4.1.chr16_80219706-80225843.+	L1PA4.1.chr16_80219706-80225843.+	None	None
16	+	80727089	80730717	1	80727089	80730717	L1HS.1.chr16_80727089-80730717.+	L1HS.1.chr16_80727089-80730717.+	None	None
16	+	80954118	80955330	1	80954118	80955330	L1PA13.1.chr16_80954118-80955330.+	L1PA13.1.chr16_80954118-80955330.+	None	None
16	+	81977353	81978467	1	81977353	81978467	L1PA3.1.chr16_81977353-81978467.+	L1PA3.1.chr16_81977353-81978467.+	None	None
16	+	82139255	82145258	1	82139255	82145258	L1PA2.1.chr16_82139255-82145258.+	L1PA2.1.chr16_82139255-82145258.+	None	None
16	-	82203770	82209885	1	82203770	82209885	L1PA5.1.chr16_82203770-82209885.-	L1PA5.1.chr16_82203770-82209885.-	None	None
16	-	82303424	82309864	1	82303424	82309864	L1PA7.1.chr16_82303424-82309864.-	L1PA7.1.chr16_82303424-82309864.-	None	None
16	+	83637252	83643296	1	83637252	83643296	L1HS.1.chr16_83637252-83643296.+	L1HS.1.chr16_83637252-83643296.+	None	None
16	+	86233295	86239310	1	86233295	86239310	L1PA3.1.chr16_86233295-86239310.+	L1PA3.1.chr16_86233295-86239310.+	None	None
16	+	86262173	86268197	1	86262173	86268197	L1PA2.1.chr16_86262173-86268197.+	L1PA2.1.chr16_86262173-86268197.+	None	None
17	-	634396	640538	1	634396	640538	L1PA5.1.chr17_634396-640538.-	L1PA5.1.chr17_634396-640538.-	None	None
17	-	3147366	3153409	1	3147366	3153409	L1PA2.1.chr17_3147366-3153409.-	L1PA2.1.chr17_3147366-3153409.-	None	None
17	+	3176530	3182557	1	3176530	3182557	L1PA2.1.chr17_3176530-3182557.+	L1PA2.1.chr17_3176530-3182557.+	None	None
17	-	3326580	3332726	1	3326580	3332726	L1PA2.1.chr17_3326580-3332726.-	L1PA2.1.chr17_3326580-3332726.-	None	None
17	-	3337282	3343391	1	3337282	3343391	L1PA5.1.chr17_3337282-3343391.-	L1PA5.1.chr17_3337282-3343391.-	None	None
17	+	5572832	5574657	1	5572832	5574657	L1PA5.1.chr17_5572832-5574657.+	L1PA5.1.chr17_5572832-5574657.+	None	None
17	-	6802481	6808614	1	6802481	6808614	L1PA4.1.chr17_6802481-6808614.-	L1PA4.1.chr17_6802481-6808614.-	None	None
17	-	6908653	6909984	1	6908653	6909984	L1PA13.1.chr17_6908653-6909984.-	L1PA13.1.chr17_6908653-6909984.-	None	None
17	+	9615985	9622015	1	9615985	9622015	L1HS.1.chr17_9615985-9622015.+	L1HS.1.chr17_9615985-9622015.+	None	None
17	-	11861025	11867172	1	11861025	11867172	L1PA3.1.chr17_11861025-11867172.-	L1PA3.1.chr17_11861025-11867172.-	None	None
17	+	12150121	12155536	1	12150121	12155536	L1PA10.1.chr17_12150121-12155536.+	L1PA10.1.chr17_12150121-12155536.+	None	None
17	-	12449903	12455932	1	12449903	12455932	L1PA2.1.chr17_12449903-12455932.-	L1PA2.1.chr17_12449903-12455932.-	None	None
17	+	13855495	13861599	1	13855495	13861599	L1PA5.1.chr17_13855495-13861599.+	L1PA5.1.chr17_13855495-13861599.+	None	None
17	+	14597488	14603954	1	14597488	14603954	L1PA8.1.chr17_14597488-14603954.+	L1PA8.1.chr17_14597488-14603954.+	None	None
17	-	14885151	14887632	1	14885151	14887632	L1PA15-16.1.chr17_14885151-14887632.-	L1PA15-16.1.chr17_14885151-14887632.-	None	None
17	+	15198196	15201598	1	15198196	15201598	L1PA10.1.chr17_15198196-15201598.+	L1PA10.1.chr17_15198196-15201598.+	None	None
17	-	15223343	15224561	1	15223343	15224561	L1PA7.1.chr17_15223343-15224561.-	L1PA7.1.chr17_15223343-15224561.-	None	None
17	-	16752390	16753273	1	16752390	16753273	L1PA16.1.chr17_16752390-16753273.-	L1PA16.1.chr17_16752390-16753273.-	None	None
17	+	18562415	18563298	1	18562415	18563298	L1PA16.1.chr17_18562415-18563298.+	L1PA16.1.chr17_18562415-18563298.+	None	None
17	-	20382442	20383325	1	20382442	20383325	L1PA16.1.chr17_20382442-20383325.-	L1PA16.1.chr17_20382442-20383325.-	None	None
17	+	26735774	26741856	1	26735774	26741856	L1PA4.1.chr17_26735774-26741856.+	L1PA4.1.chr17_26735774-26741856.+	None	None
17	-	27039669	27045623	1	27039669	27045623	L1PA2.1.chr17_27039669-27045623.-	L1PA2.1.chr17_27039669-27045623.-	None	None
17	-	27099164	27105176	1	27099164	27105176	L1PA2.1.chr17_27099164-27105176.-	L1PA2.1.chr17_27099164-27105176.-	None	None
17	-	27183028	27189080	1	27183028	27189080	L1PA3.1.chr17_27183028-27189080.-	L1PA3.1.chr17_27183028-27189080.-	None	None
17	+	27249212	27255352	1	27249212	27255352	L1PA6.1.chr17_27249212-27255352.+	L1PA6.1.chr17_27249212-27255352.+	None	None
17	-	30406814	30413023	1	30406814	30413023	L1PA6.1.chr17_30406814-30413023.-	L1PA6.1.chr17_30406814-30413023.-	None	None
17	-	31129728	31131601	1	31129728	31131601	L1PA13.1.chr17_31129728-31131601.-	L1PA13.1.chr17_31129728-31131601.-	None	None
17	-	31664913	31671035	1	31664913	31671035	L1PA5.1.chr17_31664913-31671035.-	L1PA5.1.chr17_31664913-31671035.-	None	None
17	-	32678257	32684272	1	32678257	32684272	L1PA2.1.chr17_32678257-32684272.-	L1PA2.1.chr17_32678257-32684272.-	None	None
